event,date,weight_class_lbs,method,round,time,fighter_1,fighter_1_age,fighter_1_height_in,fighter_1_reach_in,fighter_2,fighter_2_age,fighter_2_height_in,fighter_2_reach_in,winner
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,185.0,Decision,,15:00,Daniel Kelly,39.0,72.0,70.5,Chris Camozzi,30.0,75.0,78.0,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,155.0,Decision,,15:00,Damien Brown,31.0,70.0,68.5,Jon Tuck,32.0,71.0,73.0,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,170.0,Decision,,15:00,Jonathan Meunier,29.0,75.0,75.0,Richard Walsh,27.0,72.0,73.0,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,125.0,Decision,,15:00,Ben Nguyen,28.0,65.0,65.0,Geane Herrera,26.0,65.0,66.0,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,145.0,Decision,,15:00,Jason Knight,24.0,70.0,71.5,Dan Hooker,26.0,72.0,75.5,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,145.0,Decision,,15:00,Marlon Vera,23.0,68.0,70.5,Guangyou Ning,34.0,68.0,64.0,fighter_1
UFC Fight Night 101: Whittaker vs. Brunson,2016-11-26,125.0,Decision,,15:00,Jenel Lausa,28.0,65.0,68.5,Zhikui Yao,25.0,65.0,64.5,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,265.0,KO/TKO,4.0,3:42,Derrick Lewis,31.0,75.0,79.0,Shamil Abdurakhimov,35.0,75.0,76.0,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,265.0,Submission,1.0,1:57,Francis Ngannou,30.0,76.0,83.0,Anthony Hamilton,36.0,77.0,76.0,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,205.0,KO/TKO,2.0,2:36,Corey Anderson,27.0,75.0,77.5,Sean O'Connell,33.0,73.0,74.0,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,205.0,KO/TKO,2.0,2:54,Gian Villante,31.0,75.0,76.0,Saparbeg Safarov,30.0,73.0,78.0,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,115.0,Decision,,15:00,Justine Kish,28.0,65.0,64.5,Ashley Yoder,29.0,67.0,69.5,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,170.0,KO/TKO,2.0,1:25,Randy Brown,26.0,75.0,78.0,Brian Camozzi,25.0,74.0,76.5,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,185.0,Submission,1.0,4:12,Gerald Meerschaert,28.0,73.0,77.5,Joe Gigliotti,23.0,71.0,69.0,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,185.0,Decision,,15:00,Andrew Sanchez,28.0,73.0,76.0,Trevor Smith,35.0,75.0,75.0,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,145.0,Decision,,15:00,Shane Burgos,25.0,71.0,75.5,Tiago Trator,29.0,69.0,70.5,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,155.0,Decision,,15:00,Marc Diakiese,23.0,70.0,73.0,Frankie Perez,27.0,71.0,73.0,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,185.0,Decision,,15:00,Ryan Janes,35.0,75.0,76.5,Keith Berish,31.0,72.0,73.5,fighter_1
UFC Fight Night 102: Lewis vs. Abdurakhimov,2016-12-09,115.0,Decision,,15:00,Juliana Lima,34.0,65.0,65.5,JJ Aldrich,24.0,65.0,67.5,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,145.0,KO/TKO,3.0,4:50,Max Holloway,25.0,71.0,69.0,Anthony Pettis,29.0,70.0,73.0,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,170.0,KO/TKO,3.0,0:34,Donald Cerrone,33.0,73.0,73.0,Matt Brown,35.0,72.0,76.0,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,145.0,Decision,,15:00,Cub Swanson,33.0,68.0,70.0,Doo Ho Choi,25.0,70.0,70.0,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,185.0,KO/TKO,3.0,2:45,Kelvin Gastelum,25.0,69.0,71.5,Tim Kennedy,37.0,71.0,74.0,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,170.0,Decision,,15:00,Emil Weber Meek,28.0,71.0,75.2,Jordan Mein,27.0,72.0,74.5,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,205.0,Submission,1.0,4:38,Misha Cirkunov,29.0,75.0,77.0,Nikita Krylov,24.0,75.0,77.5,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,155.0,Submission,2.0,2:57,Olivier Aubin-Mercier,27.0,69.0,70.5,Drew Dober,28.0,68.0,70.0,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,115.0,Decision,,15:00,Viviane Pereira,23.0,61.0,63.0,Valérie Létourneau,33.0,67.0,68.5,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,135.0,Decision,,15:00,Matthew Lopez,29.0,67.0,70.0,Mitch Gagnon,32.0,65.0,68.0,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,155.0,KO/TKO,1.0,1:40,Lando Vannata,24.0,69.0,71.0,John Makdessi,31.0,68.0,68.0,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,155.0,Decision,,15:00,Rustam Khabilov,30.0,68.0,73.0,Jason Saggo,31.0,71.0,72.0,fighter_1
UFC 206: Holloway vs. Pettis,2016-12-10,125.0,Decision,,15:00,Dustin Ortiz,27.0,65.0,66.0,Zach Makovsky,33.0,64.0,64.0,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,115.0,Submission,1.0,3:21,M. Waterson-Gomez,30.0,63.0,62.0,Paige VanZant,22.0,64.0,65.0,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,170.0,Submission,2.0,1:40,Mickey Gall,24.0,74.0,74.0,Sage Northcutt,20.0,72.0,71.5,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,135.0,Decision,,15:00,Urijah Faber,37.0,66.0,67.0,Brad Pickett,38.0,66.0,68.0,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,170.0,Decision,,15:00,Alan Jouban,35.0,72.0,74.0,Mike Perry,25.0,70.0,71.0,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,205.0,Submission,2.0,1:59,Paul Craig,29.0,75.0,76.0,Luis Henrique da Silva,27.0,75.0,77.6,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,145.0,Decision,,15:00,Mizuto Hirota,35.0,67.0,67.0,Cole Miller,32.0,73.0,76.0,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,170.0,Decision,,15:00,Colby Covington,28.0,71.0,72.0,Bryan Barberena,27.0,72.0,72.0,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,170.0,Decision,,15:00,Alex Morono,26.0,71.0,72.0,James Moontasri,28.0,70.0,73.5,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,155.0,Decision,,15:00,Josh Emmett,31.0,66.0,70.0,Scott Holtzman,33.0,69.0,69.0,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,135.0,Decision,,15:00,Leslie Smith,34.0,69.0,65.5,Irene Aldana,28.0,69.0,68.5,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,135.0,KO/TKO,1.0,3:04,Eddie Wineland,32.0,67.0,69.0,Takeya Mizugaki,33.0,67.0,69.5,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,125.0,Decision,,15:00,Hector Sandoval,30.0,62.0,64.0,Fredy Serrano,37.0,63.0,66.0,fighter_1
UFC on FOX 22: VanZant vs. Waterson,2016-12-17,170.0,Decision,,15:00,Sultan Aliev,32.0,71.0,71.0,Bojan Veličković,27.0,72.0,76.0,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,135.0,KO/TKO,1.0,0:48,Amanda Nunes,28.0,68.0,69.0,Ronda Rousey,29.0,66.0,66.0,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,135.0,Decision,,25:00,Cody Garbrandt,25.0,68.0,65.5,Dominick Cruz,31.0,68.0,68.0,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,135.0,Decision,,15:00,T.J. Dillashaw,30.0,66.0,67.0,John Lineker,26.0,63.0,66.0,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,170.0,Decision,,15:00,Dong Hyun Kim,35.0,74.0,76.0,Tarec Saffiedine,30.0,70.0,70.5,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,125.0,Decision,,15:00,Ray Borg,23.0,64.0,63.0,Louis Smolka,25.0,69.0,68.5,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,170.0,Decision,,15:00,Neil Magny,29.0,75.0,80.0,Johny Hendricks,33.0,69.0,69.0,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,185.0,Decision,,15:00,Antônio Carlos Jr.,26.0,74.0,79.0,Marvin Vettori,23.0,72.0,74.0,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,170.0,KO/TKO,1.0,3:34,Alex Garcia,29.0,69.0,72.0,Mike Pyle,41.0,72.0,74.0,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,170.0,Submission,1.0,4:30,Niko Price,27.0,72.0,76.0,Brandon Thatch,31.0,74.0,74.5,fighter_1
UFC 207: Nunes vs. Rousey,2016-12-30,170.0,Other,1.0,3:33,Tim Means,32.0,74.0,75.0,Alex Oliveira,28.0,71.0,76.5,no_contest
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,145.0,KO/TKO,2.0,0:24,Yair Rodriguez,24.0,71.0,71.0,BJ Penn,38.0,69.0,70.0,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,155.0,Decision,,15:00,Joe Lauzon,32.0,70.0,71.0,Marcin Held,24.0,69.0,71.7,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,170.0,Decision,,15:00,Ben Saunders,33.0,75.0,77.5,Court McGee,32.0,71.0,75.5,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,125.0,Decision,,15:00,Sergio Pettis,23.0,66.0,69.0,John Moraga,32.0,66.0,66.0,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,155.0,Decision,,15:00,Drakkar Klose,28.0,69.0,70.0,Devin Powell,28.0,73.0,74.0,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,135.0,Decision,,15:00,Augusto Mendes,33.0,66.0,66.5,Frankie Saenz,36.0,66.0,66.0,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,265.0,Submission,1.0,2:57,Aleksei Oleinik,39.0,74.0,80.0,Viktor Pešta,26.0,76.0,78.0,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,155.0,Decision,,15:00,Anthony Rocco Martin,27.0,72.0,73.5,Alex White,28.0,72.0,71.5,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,115.0,Submission,3.0,3:39,Nina Nunes,31.0,65.0,64.0,Jocelyn Jones-Lybarger,31.0,64.0,65.5,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,265.0,KO/TKO,2.0,2:41,Walt Harris,33.0,77.0,81.0,Chase Sherman,27.0,76.0,78.0,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,205.0,KO/TKO,3.0,2:05,Joachim Christensen,38.0,75.0,76.0,Bojan Mihajlović,36.0,71.0,73.0,fighter_1
UFC Fight Night 103: Rodriguez vs. Penn,2017-01-15,265.0,KO/TKO,1.0,2:41,Cyril Asker,31.0,72.0,74.0,Dmitry Smolyakov,32.0,74.0,74.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,135.0,Submission,2.0,4:29,Valentina Shevchenko,28.0,65.0,65.5,Julianna Peña,27.0,66.0,69.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,170.0,KO/TKO,2.0,1:00,Jorge Masvidal,32.0,71.0,74.0,Donald Cerrone,33.0,73.0,73.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,265.0,KO/TKO,1.0,1:32,Francis Ngannou,30.0,76.0,83.0,Andrei Arlovski,37.0,75.0,77.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,145.0,Submission,2.0,4:21,Jason Knight,24.0,70.0,71.5,Alex Caceres,28.0,70.0,73.5,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,185.0,Decision,,15:00,Sam Alvey,30.0,74.0,75.5,Nate Marquardt,37.0,72.0,74.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,135.0,Decision,,15:00,Raphael Assunção,34.0,65.0,66.5,Aljamain Sterling,27.0,67.0,71.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,170.0,KO/TKO,2.0,4:45,Jingliang Li,28.0,72.0,72.0,Bobby Nash,26.0,72.0,74.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,205.0,Decision,,15:00,Jordan Johnson,28.0,73.0,79.0,Luis Henrique da Silva,27.0,75.0,77.6,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,185.0,Submission,1.0,2:14,Eric Spicely,30.0,73.0,73.0,Alessio Di Chirico,27.0,72.0,74.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,205.0,KO/TKO,1.0,2:27,Marcos Rogério de Lima,31.0,73.0,75.0,Jeremy Kimball,25.0,72.0,72.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,125.0,Decision,,15:00,Alexandre Pantoja,26.0,65.0,68.0,Eric Shelton,25.0,66.0,68.0,fighter_1
UFC on FOX 23: Shevchenko vs. Peña,2017-01-28,155.0,Submission,1.0,3:54,Jason Gonzalez,30.0,74.0,74.0,JC Cottrell,27.0,69.0,71.0,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,145.0,Decision,,25:00,Germaine de Randamie,32.0,69.0,72.5,Holly Holm,35.0,68.0,69.0,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,185.0,Decision,,15:00,Anderson Silva,41.0,74.0,77.5,Derek Brunson,33.0,73.0,77.0,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,185.0,Submission,1.0,3:41,Ronaldo Souza,37.0,73.0,72.0,Tim Boetsch,36.0,72.0,74.0,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,205.0,Decision,,15:00,Glover Teixeira,37.0,74.0,76.0,Jared Cannonier,32.0,71.0,77.5,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,155.0,Decision,,15:00,Dustin Poirier,28.0,69.0,72.0,Jim Miller,33.0,68.0,71.0,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,170.0,Decision,,15:00,Belal Muhammad,28.0,71.0,72.0,Randy Brown,26.0,75.0,78.0,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,125.0,Decision,,15:00,Wilson Reis,32.0,64.0,65.0,Yuta Sasaki,27.0,70.0,71.0,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,155.0,Decision,,15:00,Islam Makhachev,25.0,70.0,70.5,Nik Lentz,32.0,68.0,68.0,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,145.0,Decision,,15:00,Ricky Glenn,27.0,72.0,70.5,Phillipe Nover,33.0,69.0,71.0,fighter_1
UFC 208: Holm vs. de Randamie,2017-02-11,170.0,Decision,,15:00,Ryan LaFlare,33.0,73.0,74.0,Roan Carneiro,38.0,69.0,74.5,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,265.0,KO/TKO,2.0,3:12,Derrick Lewis,32.0,75.0,79.0,Travis Browne,34.0,78.0,79.0,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,185.0,Decision,,15:00,Johny Hendricks,33.0,69.0,69.0,Hector Lombard,39.0,69.0,71.0,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,145.0,Decision,,15:00,Gavin Tucker,30.0,66.0,66.0,Sam Sicilia,31.0,68.0,67.0,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,185.0,Decision,,15:00,Elias Theodorou,28.0,73.0,75.5,Cezar Ferreira,32.0,73.0,78.0,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,135.0,Submission,1.0,1:14,Sara McMann,36.0,66.0,66.0,Gina Mazany,28.0,66.0,68.5,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,155.0,KO/TKO,1.0,4:44,Paul Felder,32.0,71.0,70.5,Alex Ricci,34.0,71.0,69.0,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,170.0,Decision,,15:00,Santiago Ponzinibbio,30.0,72.0,73.0,Nordine Taleb,35.0,73.0,75.0,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,115.0,Decision,,15:00,Randa Markos,31.0,64.0,63.5,Carla Esparza,29.0,61.0,63.0,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,135.0,Decision,,15:00,Aiemann Zahabi,29.0,68.0,68.5,Reginaldo Vieira,34.0,67.0,66.9,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,185.0,KO/TKO,2.0,2:21,Thiago Santos,33.0,74.0,76.0,Jack Marshman,27.0,72.0,73.0,fighter_1
UFC Fight Night 105: Lewis vs. Browne,2017-02-19,185.0,Submission,1.0,1:34,Gerald Meerschaert,29.0,73.0,77.5,Ryan Janes,35.0,75.0,76.5,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,170.0,Decision,,25:00,Tyron Woodley,34.0,69.0,74.0,Stephen Thompson,34.0,72.0,75.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,155.0,Decision,,15:00,David Teymur,27.0,69.0,73.0,Lando Vannata,24.0,69.0,71.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,185.0,Decision,,15:00,Daniel Kelly,39.0,72.0,70.5,Rashad Evans,37.0,72.0,75.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,115.0,Submission,1.0,3:19,Cynthia Calvillo,29.0,64.0,64.0,Amanda Cooper,25.0,63.0,64.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,265.0,KO/TKO,3.0,1:44,Alistair Overeem,36.0,76.0,80.0,Mark Hunt,42.0,70.0,72.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,265.0,KO/TKO,3.0,3:46,Marcin Tybura,31.0,75.0,78.0,Luis Henrique Barbosa,23.0,73.0,74.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,145.0,KO/TKO,3.0,3:19,Darren Elkins,32.0,70.0,71.0,Mirsad Bektić,26.0,68.0,70.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,135.0,Submission,2.0,3:13,Iuri Alcântara,36.0,69.0,71.0,Luke Sanders,31.0,66.0,71.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,265.0,Decision,,15:00,Mark Godbeer,33.0,76.0,75.0,Daniel Spitz,26.0,79.0,82.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,205.0,KO/TKO,1.0,4:10,Tyson Pedro,25.0,75.0,79.0,Paul Craig,29.0,75.0,76.0,fighter_1
UFC 209: Woodley vs. Thompson 2,2017-03-04,135.0,Decision,,15:00,Albert Morales,25.0,69.0,71.0,Andre Soukhamthath,28.0,69.0,70.0,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,185.0,Other,,,Vitor Belfort,39.0,72.0,74.0,Kelvin Gastelum,25.0,69.0,71.5,no_contest
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,205.0,KO/TKO,3.0,0:59,Maurício Rua,35.0,73.0,76.0,Gian Villante,31.0,75.0,76.0,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,155.0,KO/TKO,2.0,3:35,Edson Barboza,31.0,71.0,75.0,Beneil Dariush,27.0,70.0,72.0,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,125.0,Decision,,15:00,Ray Borg,23.0,64.0,63.0,Jussier Formiga,31.0,65.0,67.0,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,135.0,Other,,15:00,Bethe Correia,33.0,65.0,64.0,Marion Reneau,39.0,66.0,68.0,draw
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,170.0,Submission,2.0,2:38,Alex Oliveira,29.0,71.0,76.5,Tim Means,33.0,74.0,75.0,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,155.0,Submission,2.0,3:12,Kevin Lee,24.0,69.0,77.0,Francisco Trinaldo,38.0,69.0,70.0,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,170.0,Decision,,15:00,Sérgio Moraes,34.0,72.0,72.0,Davi Ramos,30.0,68.0,72.5,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,135.0,Decision,,15:00,Joe Soto,29.0,66.0,65.0,Rani Yahya,32.0,66.0,67.0,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,155.0,Submission,1.0,1:42,Michel Prazeres,35.0,66.0,67.0,Josh Burkman,36.0,70.0,72.0,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,145.0,Decision,,15:00,Jeremy Kennedy,24.0,71.0,71.0,Rony Jason,32.0,67.0,70.0,fighter_1
UFC Fight Night 106: Belfort vs. Gastelum,2017-03-11,185.0,KO/TKO,1.0,1:17,Paulo Costa,25.0,73.0,72.0,Garreth McLellan,35.0,73.0,72.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,205.0,Submission,2.0,3:37,Daniel Cormier,38.0,71.0,72.5,Anthony Johnson,33.0,74.0,77.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,185.0,KO/TKO,2.0,3:13,Gegard Mousasi,31.0,74.0,76.0,Chris Weidman,32.0,74.0,78.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,115.0,Submission,3.0,3:45,Cynthia Calvillo,29.0,64.0,64.0,Pearl Gonzalez,30.0,64.0,68.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,170.0,Decision,,15:00,Thiago Alves,33.0,69.0,70.0,Patrick Cote,37.0,71.0,71.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,155.0,Submission,1.0,2:30,Charles Oliveira,27.0,70.0,74.0,Will Brooks,30.0,70.0,72.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,145.0,KO/TKO,1.0,3:30,Myles Jury,28.0,71.0,73.0,Mike De La Torre,30.0,72.0,71.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,170.0,Decision,,15:00,Kamaru Usman,29.0,72.0,76.0,Sean Strickland,26.0,73.0,76.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,145.0,KO/TKO,3.0,1:59,Shane Burgos,26.0,71.0,75.5,Charles Rosa,30.0,69.0,69.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,205.0,Decision,,15:00,Patrick Cummins,36.0,74.0,76.0,Jan Błachowicz,34.0,74.0,78.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,155.0,KO/TKO,1.0,0:21,Gregor Gillespie,30.0,67.0,71.0,Andrew Holbrook,31.0,71.0,70.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,155.0,Decision,,15:00,Des Green,27.0,70.0,73.0,Josh Emmett,32.0,66.0,70.0,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,135.0,Decision,,15:00,Katlyn Cerminara,28.0,69.0,68.0,Irene Aldana,29.0,69.0,68.5,fighter_1
UFC 210: Cormier vs. Johnson 2,2017-04-08,125.0,Decision,,15:00,Magomed Bibulatov,28.0,65.0,65.0,Jenel Lausa,28.0,65.0,68.5,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,125.0,Submission,3.0,4:49,Demetrious Johnson,30.0,63.0,66.0,Wilson Reis,32.0,64.0,65.0,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,115.0,Submission,2.0,2:47,Rose Namajunas,24.0,65.0,65.0,M. Waterson-Gomez,31.0,63.0,62.0,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,185.0,KO/TKO,2.0,3:28,Robert Whittaker,26.0,72.0,73.5,Ronaldo Souza,37.0,73.0,72.0,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,145.0,Decision,,15:00,Renato Moicano,27.0,71.0,72.0,Jeremy Stephens,30.0,69.0,71.0,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,265.0,Decision,,15:00,Alexander Volkov,28.0,79.0,80.0,Roy Nelson,40.0,72.0,73.0,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,135.0,KO/TKO,2.0,0:28,Tom Duquesnoy,23.0,67.0,68.0,Patrick Williams,35.0,68.0,68.0,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,155.0,Decision,,15:00,Rashid Magomedov,32.0,69.0,71.0,King Green,30.0,70.0,71.0,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,125.0,Decision,,15:00,Tim Elliott,30.0,67.0,66.0,Louis Smolka,25.0,69.0,68.5,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,135.0,Decision,,15:00,Aljamain Sterling,27.0,67.0,71.0,Augusto Mendes,34.0,66.0,66.5,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,205.0,Decision,,15:00,Devin Clark,27.0,72.0,75.0,Jake Collier,28.0,75.0,78.5,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,185.0,KO/TKO,3.0,3:52,Anthony Smith,28.0,76.0,76.0,Andrew Sanchez,29.0,73.0,76.0,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,170.0,Submission,1.0,4:21,Zak Cummings,32.0,72.0,75.0,Nathan Coy,38.0,70.0,71.0,fighter_1
UFC on FOX 24: Johnson vs. Reis,2017-04-15,135.0,Decision,,15:00,Ketlen Vieira,25.0,68.0,68.0,Ashlee Evans-Smith,29.0,68.0,67.5,fighter_1
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,145.0,Decision,,25:00,Cub Swanson,33.0,68.0,70.0,Artem Lobov,30.0,69.0,65.0,fighter_1
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,155.0,KO/TKO,1.0,1:38,Al Iaquinta,29.0,70.0,70.0,Diego Sanchez,35.0,70.0,72.0,fighter_1
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,205.0,Submission,2.0,2:11,Ovince St. Preux,34.0,75.0,80.0,Marcos Rogério de Lima,31.0,73.0,75.0,fighter_1
UFC Fight Night 108: Swanson vs. Lobov,2017-04-22,135.0,Decision,,15:00,John Dodson,32.0,63.0,66.0,Eddie Wineland,32.0,67.0,69.0,fighter_1
